id,B_Height_cms,B_Weight_lbs,B_age,B_total_rounds_fought,R_Reach_cms,weight_class,B_longest_win_streak,R_age,R_Height_cms,R_Weight_lbs,R_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_avg_CTRL_time(seconds),B_avg_LEG_landed,B_current_win_streak,R_avg_DISTANCE_landed,B_Stance_Orthodox,R_avg_TD_pct,B_avg_SIG_STR_pct,R_avg_opp_BODY_att
481.0,167.64,145.0,35.0,9.0,180.34,4,0.0,27.0,177.8,145.0,18.5,459.25,101.25,2.0,0.0,0.0,True,0.75,0.3075,0.0
482.0,185.42,185.0,29.0,6.0,193.04,7,2.0,28.0,193.04,205.0,32.375,21.5,374.5,4.0,2.0,32.875,True,0.05,0.54,7.0
483.0,190.5,205.0,28.0,28.0,193.04,8,3.0,38.0,187.96,205.0,114.9239502,16.35546875,393.6123047,3.127929688,2.0,13.63208008,True,0.680151367,0.52265625,8.209472656
484.0,193.04,185.0,26.0,3.0,190.5,7,1.0,30.0,187.96,205.0,32.640625,146.5,0.5,6.0,0.0,18.2890625,True,0.0,0.445,13.6953125
485.0,187.96,255.0,28.0,3.0,205.74,9,1.0,29.0,193.04,245.0,85.0,0.0,0.0,35.0,1.0,41.0,True,0.5,0.61,6.0
486.0,190.5,185.0,29.0,11.0,185.42,7,3.0,33.0,182.88,185.0,121.5378418,73.25,19.328125,1.4375,3.0,29.72509766,False,0.477583008,0.6365625,12.41015625
487.0,167.64,135.0,41.0,21.0,172.72,3,2.0,36.0,167.64,145.0,191.75,289.21875,102.28125,1.8984375,2.0,17.3125,True,0.3125,0.514609375,5.1875
488.0,180.34,170.0,28.0,0.0,187.96,7,0.0,27.0,182.88,170.0,120.0,92.375,95.0,4.0,0.0,21.75,False,0.25,0.46,8.828125
489.0,182.88,205.0,24.0,4.0,177.8,8,1.0,32.0,180.34,205.0,137.5,0.0,1.0,3.5,0.0,0.25,False,0.685,0.605,7.5
490.0,185.42,185.0,31.0,8.0,182.88,7,1.0,32.0,182.88,185.0,225.0625,422.75,119.75,9.75,0.0,5.640625,True,0.411875,0.5075,4.78125
491.0,182.88,155.0,25.0,1.0,182.88,4,1.0,25.0,182.88,145.0,14.0,0.0,3.0,0.0,1.0,15.75,False,0.0,0.66,2.75
492.0,182.88,185.0,35.0,35.0,187.96,7,4.0,27.0,185.42,185.0,183.2597656,42.45874023,131.3121338,1.921661377,4.0,19.2890625,True,0.041015625,0.543699799,6.130859375
493.0,193.04,238.0,35.0,52.0,203.2,9,9.0,28.0,193.04,265.0,412.7558594,15.42399216,9.218530655,3.373420715,9.0,4.400390625,True,0.763203125,0.574966602,1.1484375
494.0,190.5,170.0,26.0,5.0,185.42,6,1.0,30.0,182.88,170.0,162.0,250.5,135.5,3.5,1.0,46.0,True,0.66,0.48,4.0
495.0,172.72,135.0,24.0,0.0,180.34,3,0.0,25.0,167.64,135.0,266.0,92.375,95.0,4.0,0.0,6.0,True,0.16,0.46,2.0
496.0,167.64,115.0,30.0,32.0,165.1,1,8.0,25.0,165.1,115.0,137.265625,135.7421875,43.828125,32.17578125,8.0,16.421875,True,0.36828125,0.335351563,8.78125
497.0,185.42,155.0,27.0,3.0,182.88,5,0.0,27.0,182.88,145.0,0.0,551.0,101.0,9.0,0.0,11.0,True,0.0,0.42,6.0
498.0,170.18,155.0,25.0,11.0,177.8,5,1.0,24.0,175.26,155.0,359.125,36.5,328.875,6.5,1.0,9.5625,True,0.21,0.35875,3.75
499.0,180.34,145.0,21.0,6.0,172.72,4,2.0,33.0,177.8,145.0,16.75,41.75,18.25,2.25,0.0,31.453125,True,0.04125,0.31,15.53125
500.0,187.96,170.0,24.0,2.0,180.34,6,2.0,20.0,182.88,170.0,167.5,0.0,72.5,0.0,2.0,10.625,False,0.3,0.56,1.75
501.0,167.64,170.0,28.0,10.0,182.88,5,2.0,26.0,175.26,155.0,228.5,91.0,262.0,1.625,0.0,4.75,True,0.75,0.2575,4.5
502.0,187.96,205.0,37.0,35.0,193.04,8,7.0,31.0,187.96,185.0,8.625,10.84249878,24.89517212,1.756767273,1.0,20.46875,True,0.125,0.405169983,2.0625
503.0,175.26,155.0,30.0,0.0,182.88,5,0.0,24.0,177.8,155.0,29.8125,92.375,95.0,4.0,0.0,23.1875,False,0.0625,0.46,8.375
504.0,185.42,145.0,29.0,29.0,175.26,4,2.0,24.0,172.72,145.0,569.5,251.5150146,26.28234863,2.906982422,2.0,20.5,True,0.545,0.262390137,8.5
505.0,170.18,145.0,33.0,19.0,175.26,4,3.0,29.0,172.72,145.0,79.4609375,82.609375,20.4140625,1.15625,3.0,63.75,True,0.092578125,0.64390625,35.171875
506.0,182.88,185.0,37.0,24.0,190.5,7,4.0,26.0,187.96,170.0,394.71875,33.54370117,182.4146729,2.322143555,3.0,11.875,True,0.7675,0.552025757,6.46875
507.0,172.72,125.0,25.0,17.0,162.56,2,2.0,31.0,165.1,125.0,88.0,178.0625,120.03125,6.21875,0.0,64.75,True,0.1625,0.3603125,15.25
508.0,190.5,155.0,29.0,12.0,177.8,5,5.0,33.0,172.72,155.0,138.3125,139.75,26.3125,1.78125,5.0,14.83984375,True,0.55359375,0.360625,3.04296875
509.0,182.88,170.0,30.0,38.0,203.2,6,4.0,32.0,190.5,170.0,188.5194769,190.9298096,55.61914063,12.84350586,0.0,37.06735229,True,0.345358696,0.287484131,5.699589729
510.0,193.04,240.0,35.0,3.0,198.12,9,2.0,29.0,193.04,245.0,61.828125,37.75,53.25,1.75,2.0,8.96875,True,0.0625,0.595,3.6875
511.0,182.88,170.0,24.0,0.0,193.04,6,0.0,33.0,180.34,170.0,181.125,92.375,95.0,4.0,0.0,58.21875,True,0.375,0.46,18.5
512.0,180.34,170.0,33.0,9.0,190.5,6,1.0,31.0,180.34,170.0,85.0,129.25,98.0,6.5,0.0,9.0,True,0.25,0.4,6.0
513.0,182.88,170.0,29.0,19.0,190.5,6,2.0,27.0,180.34,170.0,28.03515625,172.75,32.875,4.5859375,1.0,26.9296875,False,0.02375,0.526953125,5.3984375
514.0,185.42,170.0,26.0,0.0,185.42,6,0.0,34.0,182.88,170.0,119.75,92.375,95.0,4.0,0.0,31.5,True,0.16,0.46,21.75
515.0,190.5,230.0,28.0,8.0,190.5,8,1.0,27.0,182.88,205.0,222.5,94.125,129.5,2.875,0.0,24.0,True,0.58,0.47375,7.5
516.0,162.56,135.0,28.0,9.0,170.18,2,3.0,30.0,165.1,125.0,138.1875,26.0,299.75,2.5,3.0,10.75,True,0.571875,0.47,7.25
517.0,172.72,155.0,34.0,0.0,185.42,5,0.0,36.0,175.26,155.0,25.23373413,92.375,95.0,4.0,0.0,19.11929321,True,0.048858643,0.46,5.968505859
518.0,177.8,155.0,34.0,64.0,185.42,5,3.0,28.0,177.8,155.0,95.75,16.81313272,46.40677872,1.339019805,0.0,33.25,False,0.5,0.455049851,14.75
519.0,175.26,135.0,33.0,3.0,172.72,3,0.0,30.0,167.64,135.0,115.0,309.0,0.0,16.0,0.0,36.0,False,0.22,0.5,10.0
520.0,177.8,155.0,30.0,32.0,185.42,5,5.0,30.0,177.8,170.0,36.8125,45.9654541,378.1593628,5.793579102,1.0,74.75,False,0.2,0.54652771,18.5625
521.0,162.56,125.0,29.0,0.0,170.18,2,0.0,37.0,165.1,125.0,98.46875,92.375,95.0,4.0,0.0,58.58203125,True,0.49359375,0.46,22.3125
522.0,162.56,125.0,33.0,6.0,167.64,2,2.0,33.0,167.64,125.0,48.58007813,119.0,68.5,10.5,2.0,29.09277344,True,0.1171875,0.49,10.21484375
523.0,175.26,170.0,32.0,4.0,185.42,6,2.0,31.0,175.26,170.0,322.5537109,52.25,230.25,0.5,0.0,2.381347656,False,0.37715332,0.395,2.004882813
524.0,160.02,125.0,29.0,0.0,177.8,3,0.0,24.0,175.26,125.0,194.0,92.375,95.0,4.0,0.0,12.0,False,0.5,0.46,4.0
525.0,177.8,155.0,34.0,7.0,172.72,5,2.0,32.0,177.8,155.0,21.75,37.0,419.75,15.25,0.0,19.0,True,0.0825,0.385,7.25
526.0,170.18,155.0,28.0,24.0,187.96,5,3.0,33.0,177.8,145.0,213.7861328,52.453125,463.5585938,12.859375,1.0,11.34570313,True,0.295019531,0.377148438,11.1953125
527.0,185.42,205.0,30.0,0.0,190.5,8,0.0,39.0,190.5,205.0,154.46875,92.375,95.0,4.0,0.0,3.28125,True,0.3721875,0.46,3.3125
528.0,185.42,185.0,34.0,29.0,187.96,8,7.0,38.0,180.34,185.0,198.25,84.58056641,69.77026367,14.62133789,7.0,15.5,False,0.25375,0.524448242,9.5
529.0,175.26,135.0,26.0,4.0,167.64,3,1.0,25.0,170.18,135.0,172.0,68.5,54.5,6.0,0.0,20.0,False,0.5,0.41,15.0
530.0,185.42,185.0,30.0,14.0,187.96,7,4.0,29.0,182.88,185.0,174.8125,100.6015625,40.21875,2.921875,0.0,6.0546875,True,0.3909375,0.5346875,1.8359375
531.0,167.64,135.0,28.0,18.0,177.8,5,3.0,31.0,175.26,155.0,130.3772583,91.421875,154.265625,3.59375,3.0,29.14993286,True,0.103302002,0.4265625,10.54364014
532.0,193.04,205.0,28.0,0.0,187.96,8,0.0,24.0,182.88,185.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
533.0,187.96,170.0,27.0,4.0,180.34,5,1.0,29.0,172.72,155.0,149.875,40.0,61.0,10.5,1.0,21.375,True,0.2575,0.425,5.09375
534.0,180.34,185.0,28.0,0.0,200.66,7,0.0,31.0,182.88,185.0,47.71875,92.375,95.0,4.0,0.0,32.46875,False,0.3184375,0.46,11.1875
535.0,180.34,145.0,30.0,32.0,182.88,5,4.0,29.0,177.8,155.0,17.0,24.67724609,59.12243652,8.287841797,4.0,42.9921875,True,0.00515625,0.454243164,20.3125
536.0,185.42,205.0,34.0,20.0,203.2,9,3.0,31.0,193.04,240.0,116.78125,339.03125,54.34375,0.765625,1.0,51.84375,True,0.6515625,0.56875,6.75
537.0,182.88,185.0,25.0,2.0,185.42,7,0.0,28.0,177.8,185.0,120.0,159.0,38.0,2.0,0.0,21.75,True,0.25,0.48,8.828125
538.0,177.8,135.0,28.0,9.0,185.42,4,1.0,27.0,185.42,145.0,323.0,301.0,38.25,12.25,0.0,54.25,True,0.49,0.3475,12.25
539.0,180.34,185.0,45.0,39.0,187.96,7,4.0,38.0,182.88,185.0,6.599121094,104.0825195,5.978759766,1.427307129,2.0,6.930164337,True,6.48e-05,0.583355103,1.715791702
540.0,177.8,205.0,36.0,20.0,190.5,8,3.0,29.0,187.96,205.0,124.1875,12.43554688,93.70507813,6.0,0.0,32.875,True,0.32,0.483769531,19.78125
541.0,177.8,170.0,29.0,2.0,182.88,6,1.0,31.0,180.34,170.0,290.4296875,25.0,17.0,1.0,1.0,47.15625,False,0.29171875,0.4,13.46875
542.0,182.88,170.0,35.0,12.0,187.96,6,2.0,34.0,182.88,170.0,485.7832031,106.25,283.75,4.8125,0.0,8.115234375,True,0.489804688,0.44625,2.134765625
543.0,165.1,115.0,33.0,15.0,160.02,1,3.0,30.0,162.56,115.0,210.6015625,186.6875,101.125,23.5,0.0,24.234375,True,0.55984375,0.441875,18.375
544.0,190.5,185.0,29.0,1.0,190.5,8,1.0,27.0,185.42,185.0,329.0,0.0,89.0,4.0,1.0,9.0,True,0.8,0.7,3.0
545.0,175.26,155.0,36.0,18.0,172.72,5,2.0,26.0,172.72,155.0,10.0,115.875,198.40625,0.4765625,1.0,57.0,True,0.0,0.278359375,18.0
546.0,175.26,155.0,33.0,15.0,185.42,5,3.0,24.0,182.88,155.0,88.375,38.1875,258.09375,7.90625,1.0,0.75,True,0.5,0.471875,0.5
547.0,182.88,185.0,22.0,3.0,180.34,6,1.0,25.0,182.88,155.0,746.0,255.0,22.0,4.0,1.0,4.0,True,0.43,0.41,3.0
548.0,172.72,145.0,30.0,7.0,172.72,4,1.0,32.0,177.8,145.0,33.5,87.3125,83.5625,1.625,0.0,60.90625,True,0.0825,0.38,28.0625
549.0,185.42,155.0,32.0,12.0,177.8,5,1.0,27.0,172.72,155.0,72.8515625,129.75,16.5,18.0,0.0,7.31640625,True,0.049765625,0.465,4.0078125
550.0,175.26,155.0,30.0,10.0,182.88,5,2.0,24.0,170.18,155.0,239.0,51.5,168.5,9.125,0.0,46.5,True,0.165,0.39875,13.5
551.0,170.18,135.0,25.0,6.0,165.1,4,2.0,30.0,175.26,145.0,143.0,67.25,7.5,5.75,0.0,29.75,False,0.0,0.52,19.25
552.0,167.64,135.0,30.0,0.0,180.34,4,0.0,32.0,172.72,145.0,74.78125,92.375,95.0,4.0,0.0,38.9375,False,0.1903125,0.46,11.96875
553.0,185.42,155.0,29.0,14.0,182.88,5,4.0,25.0,177.8,155.0,114.0,13.5,14.171875,11.875,4.0,9.75,True,0.165,0.45453125,2.0
554.0,170.18,135.0,25.0,0.0,175.26,3,0.0,26.0,170.18,135.0,107.03125,92.375,95.0,4.0,0.0,25.9375,False,0.2075,0.46,11.65625
555.0,177.8,145.0,30.0,6.0,170.18,5,3.0,33.0,167.64,155.0,208.78125,23.375,118.25,0.375,0.0,12.09375,False,0.178125,0.56625,8.4375
556.0,193.04,264.0,36.0,15.0,182.88,9,2.0,41.0,177.8,265.0,58.21875,113.6640625,55.2265625,2.7578125,0.0,27.18359375,True,0.28671875,0.484296875,8.017578125
557.0,187.96,242.0,34.0,26.0,203.2,9,4.0,31.0,193.04,240.0,108.5625,2.604049683,21.27200317,0.805038452,4.0,57.6875,True,0.303125,0.685727844,6.5
558.0,175.26,170.0,31.0,0.0,182.88,6,0.0,25.0,177.8,170.0,192.1484375,92.375,95.0,4.0,0.0,29.60546875,True,0.525898438,0.46,9.03515625
559.0,167.64,185.0,30.0,6.0,195.58,7,1.0,32.0,185.42,185.0,158.2695313,16.5,280.0,4.0,1.0,37.89453125,True,0.176328125,0.5,12.48046875
560.0,177.8,170.0,33.0,0.0,185.42,6,0.0,25.0,185.42,170.0,2.0,92.375,95.0,4.0,0.0,5.0,True,0.0,0.46,0.0
561.0,170.18,135.0,32.0,10.0,185.42,3,2.0,24.0,167.64,135.0,280.75,113.875,303.0,7.875,0.0,23.25,True,0.165,0.48,15.25
562.0,177.8,265.0,39.0,10.0,195.58,9,4.0,29.0,193.04,238.0,40.77539063,87.4375,173.0,1.75,0.0,44.05664063,True,0.078125,0.536875,14.61328125
563.0,182.88,145.0,31.0,3.0,180.34,4,0.0,27.0,172.72,145.0,274.0,373.0,79.0,10.0,0.0,7.0,False,0.25,0.52,5.0
564.0,167.64,125.0,27.0,8.0,167.64,3,4.0,31.0,165.1,135.0,146.8125,0.1875,128.75,4.8125,0.0,20.625,True,0.323125,0.439375,6.875
565.0,187.96,185.0,31.0,27.0,187.96,7,3.0,36.0,185.42,185.0,59.37628174,69.52282715,254.8007813,7.838256836,0.0,35.24611664,True,0.158030396,0.578354492,16.2727356
566.0,187.96,185.0,26.0,3.0,182.88,7,1.0,30.0,182.88,185.0,316.0,3.0,479.0,6.0,1.0,13.0,True,0.33,0.42,2.0
567.0,172.72,155.0,30.0,27.0,177.8,5,2.0,31.0,180.34,155.0,90.875,52.75292969,23.24462891,2.776367188,2.0,35.625,False,0.125,0.346147461,23.5
568.0,187.96,250.0,31.0,3.0,198.12,9,0.0,33.0,190.5,260.0,7.4375,19.0,45.0,13.0,0.0,9.6875,True,0.0,0.46,0.625
569.0,167.64,125.0,29.0,4.0,170.18,3,1.0,26.0,167.64,125.0,371.0,210.0,170.5,5.5,0.0,5.5,True,0.21,0.485,1.5
570.0,187.96,185.0,32.0,0.0,195.58,7,0.0,26.0,182.88,205.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
571.0,172.72,155.0,33.0,62.0,172.72,5,3.0,33.0,172.72,155.0,14.26611328,40.3301034,8.569601059,10.8055985,3.0,46.5012207,True,0.0,0.367789043,10.24951172
572.0,165.1,125.0,27.0,2.0,172.72,2,2.0,24.0,175.26,135.0,312.5,49.0,80.5,4.0,2.0,23.625,False,0.21875,0.53,12.0625
573.0,162.56,125.0,25.0,0.0,170.18,2,0.0,26.0,165.1,125.0,0.0,92.375,95.0,4.0,0.0,17.0,True,0.0,0.46,6.0
574.0,177.8,185.0,27.0,1.0,193.04,7,0.0,31.0,182.88,185.0,205.5,3.0,0.0,0.0,0.0,4.0,True,0.5,0.2,3.0
575.0,182.88,170.0,31.0,10.0,190.5,6,3.0,34.0,180.34,170.0,279.5675659,38.3125,92.3125,3.875,1.0,20.93096924,True,0.180847168,0.506875,19.49682617
576.0,190.5,265.0,30.0,0.0,193.04,9,0.0,33.0,190.5,235.0,120.0,92.375,95.0,4.0,0.0,21.75,False,0.25,0.46,8.828125
577.0,172.72,135.0,32.0,9.0,172.72,3,0.0,27.0,167.64,135.0,314.0,111.75,65.25,9.75,0.0,40.0,True,0.37,0.3275,23.0
578.0,182.88,185.0,35.0,43.0,195.58,7,4.0,33.0,182.88,185.0,130.5548096,89.69145584,138.1653214,2.209842682,1.0,43.87695313,True,0.201333008,0.549218178,11.3659668
579.0,180.34,170.0,30.0,9.0,180.34,6,1.0,29.0,182.88,170.0,51.828125,290.0,73.25,11.5,1.0,59.65625,True,0.3365625,0.425,4.53125
580.0,167.64,125.0,35.0,25.0,167.64,2,2.0,34.0,167.64,125.0,15.39501953,88.80566406,135.0957031,27.33691406,1.0,64.52319336,True,0.029296875,0.495244141,28.30371094
581.0,175.26,155.0,29.0,5.0,190.5,6,2.0,25.0,185.42,170.0,269.890625,110.5,461.0,1.5,2.0,35.4375,False,0.30828125,0.78,11.96875
582.0,175.26,170.0,37.0,6.0,185.42,6,2.0,31.0,177.8,170.0,64.40026855,144.5625,84.8125,0.125,0.0,10.72729492,False,0.079576416,0.41625,2.511962891
583.0,182.88,170.0,35.0,15.0,193.04,6,3.0,22.0,182.88,170.0,257.0,209.125,169.375,6.40625,0.0,17.25,True,0.6075,0.468125,12.5
584.0,177.8,170.0,37.0,0.0,187.96,6,0.0,28.0,185.42,170.0,120.0,92.375,95.0,4.0,0.0,21.75,False,0.25,0.46,8.828125
585.0,185.42,185.0,37.0,8.0,190.5,7,3.0,29.0,187.96,185.0,78.85394287,250.375,67.375,4.125,0.0,25.93243408,True,0.1875,0.6475,11.95318604
586.0,172.72,170.0,35.0,34.0,187.96,6,4.0,32.0,185.42,170.0,246.0,14.0456543,180.78125,1.064941406,1.0,28.75,True,0.291875,0.405397949,8.8125
587.0,172.72,170.0,29.0,3.0,187.96,6,1.0,31.0,182.88,170.0,592.4345703,49.0,707.0,16.0,1.0,9.697265625,True,0.709570313,0.5,5.341796875
588.0,172.72,145.0,27.0,7.0,172.72,4,1.0,30.0,172.72,145.0,2.0,139.5,17.0,10.75,1.0,41.0,True,0.0,0.4475,15.0
589.0,182.88,265.0,29.0,0.0,203.2,9,0.0,31.0,195.58,265.0,33.75,92.375,95.0,4.0,0.0,7.75,False,0.0,0.46,0.0
590.0,182.88,170.0,27.0,0.0,187.96,7,0.0,26.0,182.88,185.0,120.0,92.375,95.0,4.0,0.0,21.75,False,0.25,0.46,8.828125
591.0,172.72,135.0,34.0,2.0,165.1,3,1.0,24.0,172.72,135.0,29.0,81.0,33.0,2.0,1.0,45.0,True,0.33,0.5,23.0
592.0,170.18,125.0,26.0,6.0,160.02,2,1.0,29.0,160.02,125.0,112.0,70.5,215.0,3.5,0.0,26.5,False,0.5,0.435,37.5
593.0,182.88,170.0,29.0,35.0,193.04,6,4.0,32.0,177.8,170.0,211.5,217.8596191,100.2382813,6.687011719,0.0,20.0,True,0.4825,0.284968262,9.25
594.0,177.8,155.0,25.0,5.0,180.34,5,1.0,19.0,182.88,170.0,0.0,110.0,285.0,0.0,0.0,3.0,True,1.0,0.26,0.0
595.0,172.72,145.0,28.0,13.0,167.64,4,1.0,32.0,172.72,145.0,262.0,56.125,323.0,1.84375,1.0,19.5,True,0.375,0.4634375,7.0
596.0,172.72,155.0,31.0,16.0,190.5,5,1.0,27.0,180.34,145.0,16.34375,35.875,380.96875,6.09375,0.0,23.90625,True,0.0625,0.480625,4.40625
597.0,185.42,185.0,28.0,5.0,208.28,9,2.0,32.0,190.5,265.0,130.0,130.0,51.5,2.0,2.0,11.5,True,0.0,0.52,4.5
598.0,193.04,205.0,29.0,0.0,193.04,8,0.0,31.0,182.88,205.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
599.0,180.34,155.0,27.0,0.0,175.26,5,0.0,24.0,172.72,155.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
600.0,185.42,170.0,28.0,3.0,182.88,6,0.0,33.0,180.34,185.0,40.0,539.0,23.0,1.0,0.0,9.0,True,0.0,0.53,3.0
601.0,182.88,205.0,34.0,23.0,187.96,8,3.0,33.0,185.42,205.0,0.0,496.1953125,105.9726563,1.7421875,0.0,23.0,True,0.0,0.416875,8.0
602.0,172.72,145.0,26.0,9.0,185.42,5,1.0,28.0,180.34,155.0,114.5,121.0,344.25,8.25,1.0,27.5,True,0.0,0.4425,15.75
603.0,182.88,185.0,40.0,18.0,190.5,7,4.0,29.0,185.42,185.0,218.953125,21.515625,72.9921875,2.5,2.0,23.25,False,0.3146875,0.32046875,9.109375
604.0,160.02,125.0,29.0,6.0,172.72,2,1.0,32.0,167.64,125.0,53.375,205.0,35.0,1.5,1.0,7.5625,True,0.169375,0.515,7.75
605.0,190.5,230.0,30.0,8.0,195.58,9,4.0,30.0,193.04,231.0,109.5,241.375,114.375,15.9375,4.0,15.0,True,0.0,0.6975,4.0
606.0,172.72,170.0,32.0,18.0,180.34,7,3.0,34.0,175.26,185.0,143.0,86.59570313,51.64648438,2.87890625,1.0,22.0,True,0.5,0.25234375,32.0
607.0,177.8,145.0,23.0,1.0,180.34,4,0.0,24.0,175.26,145.0,120.0,172.0,0.0,0.0,0.0,21.75,False,0.25,0.28,8.828125
608.0,180.34,205.0,28.0,3.0,198.12,8,0.0,24.0,177.8,205.0,22.0,548.0,107.0,4.0,0.0,4.0,True,0.5,0.48,5.0
609.0,167.64,125.0,25.0,0.0,180.34,3,0.0,21.0,165.1,125.0,77.0,92.375,95.0,4.0,0.0,21.0,True,0.5,0.46,3.0
610.0,175.26,170.0,25.0,11.0,193.04,6,3.0,24.0,185.42,170.0,7.5,141.125,426.875,1.25,0.0,7.0859375,False,0.1328125,0.35875,3.0859375
611.0,182.88,155.0,32.0,2.0,180.34,5,0.0,30.0,182.88,155.0,21.0234375,84.0,0.0,6.0,0.0,16.2109375,False,0.26828125,0.34,5.8515625
612.0,187.96,185.0,28.0,25.0,190.5,7,4.0,31.0,187.96,170.0,268.5697632,36.03857422,133.5720215,1.662597656,0.0,11.88842773,True,0.414624023,0.545795898,6.622009277
613.0,175.26,155.0,27.0,16.0,185.42,5,1.0,26.0,177.8,155.0,155.09375,44.9375,125.890625,8.390625,0.0,44.90625,True,0.4184375,0.45078125,8.1875
614.0,193.04,205.0,23.0,13.0,193.04,8,3.0,29.0,185.42,205.0,92.0,3.8125,179.078125,3.96875,3.0,20.4375,True,0.056875,0.60515625,10.75
615.0,167.64,145.0,34.0,19.0,175.26,4,2.0,28.0,167.64,135.0,330.046875,38.8984375,26.09765625,6.48828125,1.0,22.90625,False,0.58859375,0.349023438,7.171875
616.0,167.64,125.0,32.0,14.0,175.26,2,1.0,27.0,177.8,125.0,423.25,64.40625,10.265625,7.078125,0.0,19.0,True,0.5,0.73015625,9.75
617.0,190.5,185.0,24.0,1.0,190.5,6,1.0,28.0,185.42,170.0,168.5,45.0,58.0,4.0,1.0,24.5625,False,0.140625,0.61,10.9375
618.0,182.88,185.0,39.0,14.0,190.5,7,3.0,37.0,182.88,205.0,62.0262394,75.0625,280.96875,2.0,2.0,11.84300232,False,0.079777012,0.401875,5.567619324
619.0,154.94,115.0,28.0,20.0,157.48,1,3.0,26.0,154.94,115.0,344.894043,170.984375,219.0,7.375,3.0,49.375,True,0.48015625,0.5478125,24.30224609
620.0,172.72,125.0,24.0,9.0,172.72,3,2.0,30.0,175.26,135.0,44.5,250.5,239.25,2.75,0.0,66.0,True,0.5,0.4725,25.25
621.0,170.18,125.0,29.0,3.0,172.72,2,0.0,30.0,170.18,125.0,120.0,64.0,369.0,10.0,0.0,21.75,False,0.25,0.42,8.828125
622.0,167.64,135.0,27.0,6.0,187.96,4,1.0,23.0,180.34,145.0,226.5,250.5,232.0,8.0,1.0,9.5,True,0.51,0.425,20.0
623.0,190.5,170.0,26.0,3.0,182.88,6,1.0,31.0,182.88,170.0,130.5,327.0,308.0,8.0,1.0,23.0,True,0.18,0.54,20.0
624.0,175.26,135.0,28.0,2.0,162.56,3,1.0,24.0,162.56,125.0,56.0,155.0,69.0,2.0,1.0,6.375,True,0.375,0.26,8.75
625.0,185.42,185.0,32.0,21.0,190.5,7,3.0,28.0,185.42,185.0,207.8125,9.76953125,234.7539063,3.400390625,3.0,25.0,False,0.16875,0.410996094,12.4375
626.0,177.8,170.0,27.0,0.0,187.96,6,0.0,33.0,185.42,170.0,4.0,92.375,95.0,4.0,0.0,49.0,False,0.0,0.46,24.0
627.0,175.26,155.0,29.0,6.0,180.34,5,1.0,32.0,175.26,155.0,249.5,6.0,286.5,7.0,1.0,17.5,False,0.35,0.315,3.5
628.0,170.18,125.0,37.0,9.0,177.8,2,2.0,31.0,172.72,125.0,4.09375,2.375,24.375,2.25,0.0,17.03125,True,0.140625,0.48375,1.0
629.0,180.34,155.0,35.0,30.0,190.5,5,3.0,33.0,180.34,145.0,28.14939404,147.5209961,91.14404297,14.00634766,2.0,44.68649006,True,0.018205032,0.492387695,10.17130756
630.0,180.34,185.0,31.0,6.0,195.58,7,2.0,35.0,185.42,185.0,127.2484741,352.0,186.0,9.0,2.0,25.04711914,True,0.223297119,0.575,19.8260498
631.0,190.5,205.0,27.0,7.0,193.04,8,2.0,37.0,185.42,205.0,23.35632324,92.375,61.875,3.1875,2.0,33.78813934,True,0.199264755,0.6525,3.314788818
632.0,182.88,170.0,30.0,1.0,180.34,6,0.0,30.0,177.8,170.0,103.0625,119.0,0.0,0.0,0.0,27.125,True,0.5625,0.18,31.30078125
633.0,170.18,125.0,32.0,27.0,172.72,2,2.0,31.0,165.1,125.0,129.5,126.2675781,248.0273438,2.169921875,0.0,27.3125,False,0.4834375,0.447558594,9.84375
634.0,162.56,135.0,29.0,12.0,167.64,2,4.0,29.0,160.02,125.0,412.7324219,13.0,187.875,2.25,4.0,47.55517578,True,0.45362793,0.43,24.39672852
635.0,193.04,205.0,29.0,18.0,193.04,8,3.0,36.0,185.42,205.0,46.71264648,104.453125,21.0859375,1.7109375,0.0,63.57627869,True,0.39852951,0.54171875,6.629577637
636.0,170.18,135.0,25.0,4.0,172.72,3,2.0,33.0,170.18,145.0,26.0625,86.5,8.5,1.5,2.0,65.0,False,0.54,0.525,25.5625
637.0,177.8,145.0,24.0,3.0,185.42,3,2.0,24.0,177.8,135.0,53.0,118.5,68.5,0.0,2.0,74.0,True,0.0,0.51,21.0
638.0,198.12,205.0,39.0,12.0,200.66,8,2.0,32.0,185.42,205.0,51.0,160.75,148.0625,2.25,1.0,35.0,False,0.0,0.8075,9.0
639.0,177.8,170.0,29.0,8.0,172.72,6,2.0,34.0,180.34,170.0,130.8225098,432.0,18.25,8.75,2.0,46.1126709,True,0.215087891,0.4475,26.52026367
640.0,170.18,145.0,26.0,5.0,177.8,4,2.0,33.0,175.26,145.0,138.0,207.0,110.0,2.75,2.0,30.0,True,0.0,0.5375,11.0
641.0,177.8,145.0,24.0,3.0,180.34,4,0.0,29.0,175.26,145.0,120.25,815.0,0.0,0.0,0.0,21.75,True,0.225,0.66,10.75
